column,line,subline,item,amount,month
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1358109130,2016-01-01
LIABILITY,2,2,Deposit facility,0,2016-01-01
LIABILITY,2,3,Fixed-term deposits,0,2016-01-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,688674775,2016-01-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2016-01-01
LIABILITY,2,5,Deposits related to margin calls,92760000,2016-01-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2016-01-01
ASSET,4,1,Balances with banks security investments and loans,23881,2016-01-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2016-01-01
LIABILITY,4,1,General government,3805241009,2016-01-01
LIABILITY,4,2,Other liabilities,1230393986,2016-01-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,1215393540,2016-01-01
ASSET,5,1,Main refinancing operations,25225000000,2016-01-01
ASSET,5,2,Longer-term refinancing operations,12000000000,2016-01-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,646392127,2016-01-01
ASSET,5,3,Fine-tuning reverse operations,0,2016-01-01
ASSET,5,4,Structural reverse operations,0,2016-01-01
ASSET,5,5,Marginal lending facility,28000000,2016-01-01
ASSET,5,6,Credits related to margin calls,0,2016-01-01
LIABILITY,7,1,Deposits and other liabilities,2666,2016-01-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2016-01-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,68836021743,2016-01-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2016-01-01
ASSET,7,1,Securities held for monetary policy purposes,22327211217,2016-01-01
ASSET,7,2,Other securities of euro area residents denominated in euro,18475656936,2016-01-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2016-01-01
ASSET,8,NA,General government long-term debt denominated in euro,4843627573,2016-01-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,19334338385,2016-01-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),94615048886,2016-01-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2016-01-01
LIABILITY,10,NA,Other liabilities,1447098942,2016-01-01
ASSET,9,1,Participating interest in the ECB,564765496,2016-01-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2016-01-01
LIABILITY,11,NA,Provisions,7198713812,2016-01-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2016-01-01
LIABILITY,12,NA,Revaluation accounts,3071705530,2016-01-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2016-01-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2016-01-01
LIABILITY,13,1,Capital,111243362,2016-01-01
LIABILITY,13,2,Ordinary reserve,111243362,2016-01-01
ASSET,10,1,Tangible and intangible fixed assets,800618625,2016-01-01
LIABILITY,13,3,Extraordinary reserve,84500000,2016-01-01
ASSET,10,2,Other financial assets,93488079,2016-01-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2016-01-01
ASSET,10,3,Sundry,1430745437,2016-01-01
LIABILITY,13,5,Other special reserves,1263233,2016-01-01
ASSET,1,NA,Gold and gold receivables,4656297031,2016-02-01
LIABILITY,1,NA,Banknotes in circulation,28254327400,2016-02-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),1065184412,2016-02-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1358570388,2016-02-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1341176412,2016-02-01
LIABILITY,2,2,Deposit facility,0,2016-02-01
LIABILITY,2,3,Fixed-term deposits,0,2016-02-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,414490061,2016-02-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2016-02-01
LIABILITY,2,5,Deposits related to margin calls,88630000,2016-02-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2016-02-01
ASSET,4,1,Balances with banks security investments and loans,23881,2016-02-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2016-02-01
LIABILITY,4,1,General government,4468136722,2016-02-01
LIABILITY,4,2,Other liabilities,1132178912,2016-02-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2463543567,2016-02-01
ASSET,5,1,Main refinancing operations,24100000000,2016-02-01
ASSET,5,2,Longer-term refinancing operations,12000000000,2016-02-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,1075618646,2016-02-01
ASSET,5,3,Fine-tuning reverse operations,0,2016-02-01
ASSET,5,4,Structural reverse operations,0,2016-02-01
ASSET,5,5,Marginal lending facility,140000000,2016-02-01
ASSET,5,6,Credits related to margin calls,0,2016-02-01
LIABILITY,7,1,Deposits and other liabilities,2666,2016-02-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2016-02-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,67987841068,2016-02-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2016-02-01
ASSET,7,1,Securities held for monetary policy purposes,23853545365,2016-02-01
ASSET,7,2,Other securities of euro area residents denominated in euro,18192749567,2016-02-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2016-02-01
ASSET,8,NA,General government long-term debt denominated in euro,6813772216,2016-02-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,19061486980,2016-02-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),95206306229,2016-02-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2016-02-01
LIABILITY,10,NA,Other liabilities,440618987,2016-02-01
ASSET,9,1,Participating interest in the ECB,564765496,2016-02-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2016-02-01
LIABILITY,11,NA,Provisions,7198902110,2016-02-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2016-02-01
LIABILITY,12,NA,Revaluation accounts,3071705530,2016-02-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2016-02-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2016-02-01
LIABILITY,13,1,Capital,111243362,2016-02-01
LIABILITY,13,2,Ordinary reserve,111243362,2016-02-01
ASSET,10,1,Tangible and intangible fixed assets,799602625,2016-02-01
LIABILITY,13,3,Extraordinary reserve,84500000,2016-02-01
ASSET,10,2,Other financial assets,93830308,2016-02-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2016-02-01
ASSET,10,3,Sundry,1433986902,2016-02-01
LIABILITY,13,5,Other special reserves,1263233,2016-02-01
ASSET,1,NA,Gold and gold receivables,5187221295,2016-03-01
LIABILITY,1,NA,Banknotes in circulation,28461054325,2016-03-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),1038002599,2016-03-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1186543009,2016-03-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1690992495,2016-03-01
LIABILITY,2,2,Deposit facility,0,2016-03-01
LIABILITY,2,3,Fixed-term deposits,0,2016-03-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,376646798,2016-03-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2016-03-01
LIABILITY,2,5,Deposits related to margin calls,44590000,2016-03-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2016-03-01
ASSET,4,1,Balances with banks security investments and loans,23881,2016-03-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2016-03-01
LIABILITY,4,1,General government,3376883872,2016-03-01
LIABILITY,4,2,Other liabilities,1119227064,2016-03-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2402647909,2016-03-01
ASSET,5,1,Main refinancing operations,23210000000,2016-03-01
ASSET,5,2,Longer-term refinancing operations,12000000000,2016-03-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,1047998599,2016-03-01
ASSET,5,3,Fine-tuning reverse operations,0,2016-03-01
ASSET,5,4,Structural reverse operations,0,2016-03-01
ASSET,5,5,Marginal lending facility,44000000,2016-03-01
ASSET,5,6,Credits related to margin calls,0,2016-03-01
LIABILITY,7,1,Deposits and other liabilities,2549,2016-03-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2016-03-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,66194455484,2016-03-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2016-03-01
ASSET,7,1,Securities held for monetary policy purposes,25420504474,2016-03-01
ASSET,7,2,Other securities of euro area residents denominated in euro,17645130106,2016-03-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2016-03-01
ASSET,8,NA,General government long-term debt denominated in euro,6754957433,2016-03-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,18591044315,2016-03-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),95377112342,2016-03-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2016-03-01
LIABILITY,10,NA,Other liabilities,502103501,2016-03-01
ASSET,9,1,Participating interest in the ECB,564765496,2016-03-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2016-03-01
LIABILITY,11,NA,Provisions,7199146044,2016-03-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2016-03-01
LIABILITY,12,NA,Revaluation accounts,3531167629,2016-03-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2016-03-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2016-03-01
LIABILITY,13,1,Capital,111243362,2016-03-01
LIABILITY,13,2,Ordinary reserve,111243362,2016-03-01
ASSET,10,1,Tangible and intangible fixed assets,798806452,2016-03-01
LIABILITY,13,3,Extraordinary reserve,84500000,2016-03-01
ASSET,10,2,Other financial assets,94043070,2016-03-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2016-03-01
ASSET,10,3,Sundry,1457208782,2016-03-01
LIABILITY,13,5,Other special reserves,1263233,2016-03-01
ASSET,1,NA,Gold and gold receivables,5187631617,2016-04-01
LIABILITY,1,NA,Banknotes in circulation,28530654250,2016-04-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),817235072,2016-04-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1393063416,2016-04-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1920143814,2016-04-01
LIABILITY,2,2,Deposit facility,0,2016-04-01
LIABILITY,2,3,Fixed-term deposits,0,2016-04-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,290017139,2016-04-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2016-04-01
LIABILITY,2,5,Deposits related to margin calls,2000000,2016-04-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2016-04-01
ASSET,4,1,Balances with banks security investments and loans,23881,2016-04-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2016-04-01
LIABILITY,4,1,General government,3082956377,2016-04-01
LIABILITY,4,2,Other liabilities,1168777968,2016-04-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2396249810,2016-04-01
ASSET,5,1,Main refinancing operations,20565000000,2016-04-01
ASSET,5,2,Longer-term refinancing operations,12000000000,2016-04-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,827231072,2016-04-01
ASSET,5,3,Fine-tuning reverse operations,0,2016-04-01
ASSET,5,4,Structural reverse operations,0,2016-04-01
ASSET,5,5,Marginal lending facility,115000000,2016-04-01
ASSET,5,6,Credits related to margin calls,0,2016-04-01
LIABILITY,7,1,Deposits and other liabilities,2549,2016-04-01
LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0,2016-04-01
ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,66887796650,2016-04-01
LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0,2016-04-01
ASSET,7,1,Securities held for monetary policy purposes,28364020501,2016-04-01
ASSET,7,2,Other securities of euro area residents denominated in euro,17622428555,2016-04-01
LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0,2016-04-01
ASSET,8,NA,General government long-term debt denominated in euro,6754957433,2016-04-01
LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,19288965280,2016-04-01
LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET),95750868844,2016-04-01
LIABILITY,9,4,Other liabilities within the Eurosystem (net),0,2016-04-01
LIABILITY,10,NA,Other liabilities,645138162,2016-04-01
ASSET,9,1,Participating interest in the ECB,564765496,2016-04-01
ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1178260606,2016-04-01
LIABILITY,11,NA,Provisions,7199299289,2016-04-01
ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,0,2016-04-01
LIABILITY,12,NA,Revaluation accounts,3531167629,2016-04-01
ASSET,9,4,Net claims related to transactions with the ESCB (TARGET),0,2016-04-01
ASSET,9,5,Other claims within the Eurosystem (net),0,2016-04-01
LIABILITY,13,1,Capital,111243362,2016-04-01
LIABILITY,13,2,Ordinary reserve,111243362,2016-04-01
ASSET,10,1,Tangible and intangible fixed assets,798307765,2016-04-01
LIABILITY,13,3,Extraordinary reserve,84500000,2016-04-01
ASSET,10,2,Other financial assets,94641976,2016-04-01
LIABILITY,13,4,Special reserve from the revaluation of land and buildings,507247856,2016-04-01
ASSET,10,3,Sundry,1471641954,2016-04-01
LIABILITY,13,5,Other special reserves,1263233,2016-04-01
ASSET,1,NA,Gold and gold receivables,5188124221,2016-05-01
LIABILITY,1,NA,Banknotes in circulation,28629938450,2016-05-01
ASSET,2,1,Receivables from the International Monetary Fund (IMF),715871277,2016-05-01
LIABILITY,2,1,Current accounts (covering the minimum reserve system),1258837909,2016-05-01
ASSET,2,2,Balances with banks and security investments external loans and other external assets,1893397559,2016-05-01
LIABILITY,2,2,Deposit facility,0,2016-05-01
LIABILITY,2,3,Fixed-term deposits,0,2016-05-01
ASSET,3,NA,Claims on euro area residents denominated in foreign currency,324701480,2016-05-01
LIABILITY,2,4,Fine-tuning reverse operations,0,2016-05-01
LIABILITY,2,5,Deposits related to margin calls,69500000,2016-05-01
LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0,2016-05-01
ASSET,4,1,Balances with banks security investments and loans,23881,2016-05-01
ASSET,4,2,Claims arising from the credit facility under ERM II,0,2016-05-01
LIABILITY,4,1,General government,2619457687,2016-05-01
LIABILITY,4,2,Other liabilities,1273136728,2016-05-01
LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2398353732,2016-05-01
ASSET,5,1,Main refinancing operations,18805000000,2016-05-01
ASSET,5,2,Longer-term refinancing operations,12000000000,2016-05-01
LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,725867008,2016-05-01
