accounting_period,column,line,subline,item,amount
2019-12-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2019-12-31,ASSET,5,1,Main refinancing operations,51000000
2019-12-31,ASSET,5,2,Longer-term refinancing operations,7600000000
2019-12-31,ASSET,5,3,Fine-tuning reverse operations,0
2019-12-31,ASSET,5,4,Structural reverse operations,0
2019-12-31,ASSET,5,5,Marginal lending facility,0
2019-12-31,ASSET,5,6,Credits related to margin calls,0
2019-12-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1828428
2019-12-31,ASSET,7,1,Securities held for monetary policy purposes,63909382552
2019-12-31,ASSET,7,2,Other securities of euro area residents denominated in euro,11165846768
2019-12-31,ASSET,8,NA,General government long-term debt denominated in euro,4863576750
2019-12-31,ASSET,9,1,Participating interest in the ECB,472980896
2019-12-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2019-12-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,8455772990
2019-12-31,ASSET,9,4,Net claims arising from balances of TARGET2 accounts,0
2019-12-31,ASSET,9,5,Other claims within the Eurosystem (net),48035173
2019-12-31,ASSET,10,NA,Items in course of settlement,0
2019-12-31,ASSET,11,1,Coins of euro area,51696946
2019-12-31,ASSET,11,2,Tangible and intangible fixed assets,548599990
2019-12-31,ASSET,11,3,Other financial assets,104632067
2019-12-31,ASSET,11,4,Off-balance-sheet instruments revaluation differences,2040409
2019-12-31,ASSET,11,5,Accruals and prepaid expenses,826922126
2019-12-31,ASSET,11,6,Sundry,577034785
2019-12-31,LIABILITY,1,NA,Banknotes in circulation,29539154700
2019-12-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),9108199191
2019-12-31,LIABILITY,2,2,Deposit facility,0
2019-12-31,LIABILITY,2,3,Fixed-term deposits,0
2019-12-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2019-12-31,LIABILITY,2,5,Deposits related to margin calls,0
2019-12-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2019-12-31,LIABILITY,4,1,General government,25930712804
2019-12-31,LIABILITY,4,2,Other liabilities,1491135907
2019-12-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2466433379
2019-12-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,741439347
2019-12-31,LIABILITY,7,1,Deposits and other liabilities,2578
2019-12-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2019-12-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2019-12-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2019-12-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2019-12-31,LIABILITY,9,3,Net liabilities arising from balances of TARGET2 accounts,25658087094
2019-12-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2019-12-31,LIABILITY,10,NA,Items in course of settlement,548823
2019-12-31,LIABILITY,11,1,Off-balance-sheet instruments revaluation differences,0
2019-12-31,LIABILITY,11,2,Accruals and income collected in advance,66916406
2019-12-31,LIABILITY,11,3,Sundry,864340893
2019-12-31,LIABILITY,12,NA,Provisions,7797365401
2019-12-31,LIABILITY,13,NA,Revaluation accounts,4847400108
2019-12-31,LIABILITY,14,1,Capital,111243362
2019-12-31,LIABILITY,14,2,Ordinary reserve,111243362
2019-12-31,LIABILITY,14,3,Extraordinary reserve,134500000
2019-12-31,LIABILITY,14,4,Special reserve from the revaluation of land and buildings,284890789
2019-12-31,LIABILITY,14,5,Other special reserves,1303072
2020-01-31,ASSET,1,NA,Gold and gold receivables,6548165271
2020-01-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),720713955
2020-01-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1712399700
2020-01-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,519175015
2020-01-31,ASSET,4,1,"Balances with banks, security investments and loans",23157
2020-01-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2020-01-31,ASSET,5,1,Main refinancing operations,0
2020-01-31,ASSET,5,2,Longer-term refinancing operations,7600000000
2020-01-31,ASSET,5,3,Fine-tuning reverse operations,0
2020-01-31,ASSET,5,4,Structural reverse operations,0
2020-01-31,ASSET,5,5,Marginal lending facility,0
2020-01-31,ASSET,5,6,Credits related to margin calls,0
2020-01-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,2647241
2020-01-31,ASSET,7,1,Securities held for monetary policy purposes,64223366622
2020-01-31,ASSET,7,2,Other securities of euro area residents denominated in euro,10654339568
2020-01-31,ASSET,8,NA,General government long-term debt denominated in euro,4863576750
2020-01-31,ASSET,9,1,Participating interest in the ECB,472980896
2020-01-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,1002089435
2020-01-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,9193252225
2020-01-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2020-01-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2020-01-31,ASSET,10,1,Tangible and intangible fixed assets,548346027
2020-01-31,ASSET,10,2,Other financial assets,104696336
2020-01-31,ASSET,10,3,Sundry,1375857002
2020-01-31,LIABILITY,1,NA,Banknotes in circulation,29107883800
2020-01-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),11693411305
2020-01-31,LIABILITY,2,2,Deposit facility,0
2020-01-31,LIABILITY,2,3,Fixed-term deposits,0
2020-01-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2020-01-31,LIABILITY,2,5,Deposits related to margin calls,0
2020-01-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2020-01-31,LIABILITY,4,1,General government,23509946253
2020-01-31,LIABILITY,4,2,Other liabilities,1523432240
2020-01-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2518097088
2020-01-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,741347866
2020-01-31,LIABILITY,7,1,Deposits and other liabilities,2578
2020-01-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2020-01-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2020-01-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2020-01-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2020-01-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),26170066080
2020-01-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2020-01-31,LIABILITY,10,NA,Other liabilities,989316080
2020-01-31,LIABILITY,11,NA,Provisions,7797545217
2020-01-31,LIABILITY,12,NA,Revaluation accounts,4847400108
2020-01-31,LIABILITY,13,1,Capital,111243362
2020-01-31,LIABILITY,13,2,Ordinary reserve,111243362
2020-01-31,LIABILITY,13,3,Extraordinary reserve,134500000
2020-01-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,284890789
2020-01-31,LIABILITY,13,5,Other special reserves,1303072
2020-02-29,ASSET,1,NA,Gold and gold receivables,6551616008
2020-02-29,ASSET,2,1,Receivables from the International Monetary Fund (IMF),721208812
2020-02-29,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",1704582430
2020-02-29,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,527391595
2020-02-29,ASSET,4,1,"Balances with banks, security investments and loans",23143
2020-02-29,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2020-02-29,ASSET,5,1,Main refinancing operations,0
2020-02-29,ASSET,5,2,Longer-term refinancing operations,7600000000
2020-02-29,ASSET,5,3,Fine-tuning reverse operations,0
2020-02-29,ASSET,5,4,Structural reverse operations,0
2020-02-29,ASSET,5,5,Marginal lending facility,0
2020-02-29,ASSET,5,6,Credits related to margin calls,0
2020-02-29,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1617491
2020-02-29,ASSET,7,1,Securities held for monetary policy purposes,64722994581
2020-02-29,ASSET,7,2,Other securities of euro area residents denominated in euro,10516514283
2020-02-29,ASSET,8,NA,General government long-term debt denominated in euro,4863576750
2020-02-29,ASSET,9,1,Participating interest in the ECB,473379901
2020-02-29,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,997925769
2020-02-29,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,9625328710
2020-02-29,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2020-02-29,ASSET,9,5,Other claims within the Eurosystem (net),0
2020-02-29,ASSET,10,1,Tangible and intangible fixed assets,547958754
2020-02-29,ASSET,10,2,Other financial assets,104781366
2020-02-29,ASSET,10,3,Sundry,1396108869
2020-02-29,LIABILITY,1,NA,Banknotes in circulation,29095840035
2020-02-29,LIABILITY,2,1,Current accounts (covering the minimum reserve system),11475766981
2020-02-29,LIABILITY,2,2,Deposit facility,0
2020-02-29,LIABILITY,2,3,Fixed-term deposits,0
2020-02-29,LIABILITY,2,4,Fine-tuning reverse operations,0
2020-02-29,LIABILITY,2,5,Deposits related to margin calls,0
2020-02-29,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2020-02-29,LIABILITY,4,1,General government,25166579561
2020-02-29,LIABILITY,4,2,Other liabilities,1569599039
2020-02-29,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2536929804
2020-02-29,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,741465386
2020-02-29,LIABILITY,7,1,Deposits and other liabilities,42033
2020-02-29,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2020-02-29,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2020-02-29,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2020-02-29,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2020-02-29,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),25413697140
2020-02-29,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2020-02-29,LIABILITY,10,NA,Other liabilities,1066849170
2020-02-29,LIABILITY,11,NA,Provisions,7797658620
2020-02-29,LIABILITY,12,NA,Revaluation accounts,4847400108
2020-02-29,LIABILITY,13,1,Capital,111243362
2020-02-29,LIABILITY,13,2,Ordinary reserve,111243362
2020-02-29,LIABILITY,13,3,Extraordinary reserve,134500000
2020-02-29,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,284890789
2020-02-29,LIABILITY,13,5,Other special reserves,1303072
2020-03-31,ASSET,1,NA,Gold and gold receivables,7099889569
2020-03-31,ASSET,2,1,Receivables from the International Monetary Fund (IMF),728341545
2020-03-31,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",2467170500
2020-03-31,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,513574792
2020-03-31,ASSET,4,1,"Balances with banks, security investments and loans",23131
2020-03-31,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2020-03-31,ASSET,5,1,Main refinancing operations,0
2020-03-31,ASSET,5,2,Longer-term refinancing operations,12350000000
2020-03-31,ASSET,5,3,Fine-tuning reverse operations,0
2020-03-31,ASSET,5,4,Structural reverse operations,0
2020-03-31,ASSET,5,5,Marginal lending facility,0
2020-03-31,ASSET,5,6,Credits related to margin calls,0
2020-03-31,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,1846983
2020-03-31,ASSET,7,1,Securities held for monetary policy purposes,66006597207
2020-03-31,ASSET,7,2,Other securities of euro area residents denominated in euro,12031541057
2020-03-31,ASSET,8,NA,General government long-term debt denominated in euro,4881817432
2020-03-31,ASSET,9,1,Participating interest in the ECB,473379901
2020-03-31,ASSET,9,2,Claims equivalent to the transfer of foreign reserves to the ECB,997925769
2020-03-31,ASSET,9,3,Net claims related to the allocation of euro banknotes within the Eurosystem,9839642990
2020-03-31,ASSET,9,4,Net claims related to transactions with the ESCB (TARGET2),0
2020-03-31,ASSET,9,5,Other claims within the Eurosystem (net),0
2020-03-31,ASSET,10,1,Tangible and intangible fixed assets,548418048
2020-03-31,ASSET,10,2,Other financial assets,105210616
2020-03-31,ASSET,10,3,Sundry,1444207532
2020-03-31,LIABILITY,1,NA,Banknotes in circulation,29910969645
2020-03-31,LIABILITY,2,1,Current accounts (covering the minimum reserve system),12141796163
2020-03-31,LIABILITY,2,2,Deposit facility,0
2020-03-31,LIABILITY,2,3,Fixed-term deposits,0
2020-03-31,LIABILITY,2,4,Fine-tuning reverse operations,0
2020-03-31,LIABILITY,2,5,Deposits related to margin calls,0
2020-03-31,LIABILITY,3,NA,Other liabilities to euro area credit institutions denominated in euro,0
2020-03-31,LIABILITY,4,1,General government,21593969114
2020-03-31,LIABILITY,4,2,Other liabilities,1259948332
2020-03-31,LIABILITY,5,NA,Liabilities to non-euro area residents denominated in euro,2529635789
2020-03-31,LIABILITY,6,NA,Liabilities to euro area residents denominated in foreign currency,748963308
2020-03-31,LIABILITY,7,1,Deposits and other liabilities,39871
2020-03-31,LIABILITY,7,2,Liabilities arising from the credit facility under ERM II,0
2020-03-31,LIABILITY,8,NA,Counterpart of special drawing rights allocated by the IMF,0
2020-03-31,LIABILITY,9,1,Liabilities related to promissory notes backing the issuance of ECB debt certificates,0
2020-03-31,LIABILITY,9,2,Net liabilities related to the allocation of euro banknotes within the Eurosystem,0
2020-03-31,LIABILITY,9,3,Net liabilities related to transactions with the ESCB (TARGET2),37018421114
2020-03-31,LIABILITY,9,4,Other liabilities within the Eurosystem (net),0
2020-03-31,LIABILITY,10,NA,Other liabilities,366278798
2020-03-31,LIABILITY,11,NA,Provisions,7797926820
2020-03-31,LIABILITY,12,NA,Revaluation accounts,5478457533
2020-03-31,LIABILITY,13,1,Capital,111243362
2020-03-31,LIABILITY,13,2,Ordinary reserve,111243362
2020-03-31,LIABILITY,13,3,Extraordinary reserve,134500000
2020-03-31,LIABILITY,13,4,Special reserve from the revaluation of land and buildings,284890789
2020-03-31,LIABILITY,13,5,Other special reserves,1303072
2020-04-30,ASSET,1,NA,Gold and gold receivables,7100608895
2020-04-30,ASSET,2,1,Receivables from the International Monetary Fund (IMF),728341545
2020-04-30,ASSET,2,2,"Balances with banks and security investments, external loans and other external assets",2329011103
2020-04-30,ASSET,3,NA,Claims on euro area residents denominated in foreign currency,648414936
2020-04-30,ASSET,4,1,"Balances with banks, security investments and loans",23117
2020-04-30,ASSET,4,2,Claims arising from the credit facility under ERM II,0
2020-04-30,ASSET,5,1,Main refinancing operations,0
2020-04-30,ASSET,5,2,Longer-term refinancing operations,21543100000
2020-04-30,ASSET,5,3,Fine-tuning reverse operations,0
2020-04-30,ASSET,5,4,Structural reverse operations,0
2020-04-30,ASSET,5,5,Marginal lending facility,0
2020-04-30,ASSET,5,6,Credits related to margin calls,0
2020-04-30,ASSET,6,NA,Other claims on euro area credit institutions denominated in euro,16818186
2020-04-30,ASSET,7,1,Securities held for monetary policy purposes,68286603219
2020-04-30,ASSET,7,2,Other securities of euro area residents denominated in euro,12190097324
2020-04-30,ASSET,8,NA,General government long-term debt denominated in euro,4881817432
2020-04-30,ASSET,9,1,Participating interest in the ECB,473379901
